MT_010,MT_011,MT_021,MT_023,MT_025,MT_031,MT_040,MT_051,MT_055,MT_056,MT_059
87.0967741935484,60.3576751117735,204.188481675393,11.2137203166227,289.719626168224,129.934210526316,170.32967032967,38.6652542372881,80.3633822501747,53.4351145038168,151.88762071993
84.9462365591398,57.3770491803279,196.335078534031,9.23482849604222,299.065420560748,118.421052631579,175.824175824176,36.0169491525424,73.3752620545073,52.4173027989822,158.033362598771
91.3978494623656,59.6125186289121,191.099476439791,11.2137203166227,294.392523364486,110.197368421053,173.076923076923,35.4872881355932,68.4835779175402,50.381679389313,190.517998244074
88.1720430107527,61.8479880774963,198.952879581152,8.57519788918206,285.046728971963,110.197368421053,167.582417582418,36.5466101694915,67.0859538784067,49.3638676844784,206.321334503951
86.0215053763441,59.6125186289121,188.48167539267,9.23482849604222,271.028037383178,110.197368421053,159.340659340659,34.9576271186441,62.8930817610063,49.8727735368957,187.884108867428
83.8709677419355,57.3770491803279,188.48167539267,8.57519788918206,257.009345794393,111.842105263158,151.098901098901,32.3093220338983,63.591893780573,52.4173027989822,190.517998244074
79.5698924731183,54.3964232488823,180.628272251309,10.5540897097625,257.009345794393,116.776315789474,151.098901098901,32.3093220338983,61.4954577218728,48.3460559796438,192.273924495171
79.5698924731183,52.1609538002981,178.010471204188,9.23482849604222,242.990654205607,106.907894736842,142.857142857143,32.3093220338983,61.4954577218728,47.3282442748092,184.372256365233
77.4193548387097,54.3964232488823,185.86387434555,8.57519788918206,252.336448598131,108.552631578947,148.351648351648,33.3686440677966,58.0013976240391,49.3638676844784,173.836698858648
72.0430107526882,55.8867362146051,191.099476439791,10.5540897097625,228.971962616822,110.197368421053,134.615384615385,30.7203389830508,62.1942697414395,48.8549618320611,172.08077260755
68.8172043010753,56.6318926974665,178.010471204188,7.25593667546174,210.280373831776,105.263157894737,123.626373626374,30.1906779661017,57.3025856044724,47.8371501272265,194.907813871817
69.8924731182796,51.4157973174367,164.921465968586,6.59630606860158,200.934579439252,100.328947368421,118.131868131868,31.25,51.7120894479385,45.8015267175573,170.324846356453
49.4623655913978,42.4739195230999,167.539267015707,4.61741424802111,205.607476635514,87.1710526315789,120.879120879121,32.3093220338983,40.5310971348707,47.3282442748092,152.765583845478
44.0860215053763,35.7675111773472,162.303664921466,4.61741424802111,224.299065420561,83.8815789473684,131.868131868132,30.7203389830508,40.5310971348707,43.2569974554707,156.277436347673
45.1612903225806,38.7481371087928,164.921465968586,3.95778364116095,200.934579439252,77.3026315789474,118.131868131868,31.25,38.4346610761705,39.6946564885496,148.375768217735
46.2365591397849,35.7675111773472,164.921465968586,3.95778364116095,205.607476635514,74.0131578947368,120.879120879121,29.6610169491525,34.9406009783368,38.676844783715,143.985952589991
45.1612903225806,36.5126676602086,149.214659685864,3.95778364116095,191.588785046729,72.3684210526316,112.637362637363,29.1313559322034,34.2417889587701,37.6590330788804,139.596136962248
43.010752688172,32.7868852459016,151.832460732984,6.59630606860158,210.280373831776,70.7236842105263,123.626373626374,26.4830508474576,34.9406009783368,36.1323155216285,135.206321334504
41.9354838709677,35.0223546944858,151.832460732984,4.61741424802111,205.607476635514,69.0789473684211,120.879120879121,27.5423728813559,35.6394129979036,36.1323155216285,148.375768217735
39.7849462365591,31.2965722801788,151.832460732984,4.61741424802111,182.242990654206,67.4342105263158,107.142857142857,25.9533898305085,34.2417889587701,32.5699745547074,136.084284460053
39.7849462365591,33.532041728763,146.596858638743,3.95778364116095,205.607476635514,67.4342105263158,120.879120879121,25.9533898305085,36.3382250174703,32.0610687022901,131.694468832309
39.7849462365591,32.0417287630402,149.214659685864,3.95778364116095,200.934579439252,67.4342105263158,118.131868131868,26.4830508474576,34.9406009783368,34.6055979643766,130.81650570676
56.989247311828,40.983606557377,141.361256544503,6.59630606860158,200.934579439252,78.9473684210526,118.131868131868,29.1313559322034,40.5310971348707,35.6234096692112,144.86391571554
59.1397849462366,39.4932935916542,136.125654450262,5.93667546174142,214.953271028037,78.9473684210526,126.373626373626,28.6016949152542,38.4346610761705,36.1323155216285,126.426690079017
60.2150537634409,44.709388971684,136.125654450262,9.89445910290237,210.280373831776,78.9473684210526,123.626373626374,29.1313559322034,39.832285115304,37.1501272264631,102.721685689201
59.1397849462366,41.7287630402384,130.890052356021,9.89445910290237,186.915887850467,83.8815789473684,109.89010989011,24.8940677966102,41.9287211740042,34.0966921119593,104.477611940299
61.2903225806452,41.7287630402384,128.272251308901,12.532981530343,172.897196261682,80.5921052631579,101.648351648352,28.0720338983051,39.832285115304,32.5699745547074,114.135206321335
61.2903225806452,41.7287630402384,125.65445026178,13.8522427440633,149.532710280374,78.9473684210526,87.9120879120879,28.6016949152542,43.3263452131377,34.6055979643766,99.2098331870061
58.0645161290323,42.4739195230999,128.272251308901,14.5118733509235,163.551401869159,78.9473684210526,96.1538461538462,32.8389830508475,41.9287211740042,37.1501272264631,95.6979806848112
58.0645161290323,38.7481371087928,133.507853403141,14.5118733509235,163.551401869159,75.6578947368421,96.1538461538462,34.4279661016949,41.2299091544375,39.1857506361323,90.4302019315189
46.2365591397849,30.5514157973174,146.596858638743,14.5118733509235,182.242990654206,65.7894736842105,107.142857142857,28.0720338983051,34.2417889587701,33.587786259542,79.0166812993854
36.5591397849462,29.0611028315946,141.361256544503,13.8522427440633,233.644859813084,62.5,137.362637362637,28.0720338983051,32.1453529000699,33.0788804071247,77.260755048288
39.7849462365591,28.3159463487332,141.361256544503,12.532981530343,219.626168224299,62.5,129.120879120879,29.1313559322034,29.3501048218029,31.5521628498728,78.1387181738367
39.7849462365591,32.7868852459016,143.979057591623,11.2137203166227,224.299065420561,70.7236842105263,131.868131868132,25.9533898305085,31.4465408805031,30.0254452926209,79.0166812993854
41.9354838709677,32.0417287630402,151.832460732984,10.5540897097625,196.261682242991,67.4342105263158,115.384615384615,25.4237288135593,32.8441649196366,30.0254452926209,96.57594381
39.7849462365591,32.7868852459016,164.921465968586,9.23482849604222,196.261682242991,72.3684210526316,115.384615384615,23.8347457627119,32.8441649196366,26.972010178117,91.3081650570676
41.9354838709677,31.2965722801788,154.450261780105,8.57519788918206,224.299065420561,75.6578947368421,131.868131868132,26.4830508474576,34.2417889587701,27.9898218829517,92.1861281826163
41.9354838709677,36.5126676602086,172.774869109948,9.89445910290237,228.971962616822,80.5921052631579,134.615384615385,26.4830508474576,41.2299091544375,31.5521628498728,100.087796312555
49.4623655913978,43.9642324888227,151.832460732984,11.2137203166227,233.644859813084,92.1052631578947,137.362637362637,27.5423728813559,40.5310971348707,33.587786259542,98.3318700614574
53.763440860215,52.9061102831595,149.214659685864,7.9155672823219,257.009345794393,97.0394736842105,151.098901098901,29.6610169491525,47.5192173305381,32.5699745547074,102.721685689201
58.0645161290323,52.1609538002981,167.539267015707,8.57519788918206,261.682242990654,92.1052631578947,153.846153846154,28.0720338983051,45.4227812718379,35.1145038167939,107.989464442493
56.989247311828,52.9061102831595,212.041884816754,9.89445910290237,271.028037383178,92.1052631578947,159.340659340659,29.1313559322034,51.7120894479385,41.2213740458015,109.745390693591
62.3655913978495,54.3964232488823,222.513089005236,7.9155672823219,266.355140186916,110.197368421053,156.593406593407,27.5423728813559,44.7239692522711,42.7480916030534,124.670763827919
72.0430107526882,52.9061102831595,214.659685863874,5.93667546174142,289.719626168224,113.486842105263,170.32967032967,28.0720338983051,48.9168413696716,42.2391857506361,132.572431957858
69.8924731182796,55.1415797317437,204.188481675393,9.89445910290237,308.411214953271,129.934210526316,181.318681318681,24.8940677966102,54.5073375262054,48.3460559796438,109.745390693591
70.9677419354839,60.3576751117735,219.895287958115,9.89445910290237,294.392523364486,126.644736842105,173.076923076923,29.6610169491525,59.3990216631726,47.3282442748092,112.379280070237
72.0430107526882,55.8867362146051,209.424083769634,10.5540897097625,285.046728971963,138.157894736842,167.582417582418,30.7203389830508,52.4109014675052,58.0152671755725,125.548726953468
63.4408602150538,59.6125186289121,198.952879581152,11.8733509234828,289.719626168224,134.868421052632,170.32967032967,30.7203389830508,62.8930817610063,52.9262086513995,122.914837576822
65.5913978494624,57.3770491803279,196.335078534031,11.2137203166227,280.373831775701,129.934210526316,164.835164835165,28.6016949152542,59.3990216631726,58.5241730279898,129.060579455663
66.6666666666667,58.1222056631893,212.041884816754,9.89445910290237,228.971962616822,131.578947368421,134.615384615385,33.3686440677966,60.7966457023061,53.4351145038168,131.694468832309
