MT_001,MT_002,MT_003,MT_004,MT_005,MT_006,MT_007,MT_008,MT_009,MT_010,MT_011,MT_013,MT_014,MT_017,MT_018,MT_019,MT_020,MT_021,MT_022,MT_023,MT_025,MT_027,MT_028,MT_029,MT_031,MT_034,MT_036,MT_040,MT_042,MT_043,MT_044,MT_045,MT_047,MT_049,MT_050,MT_051,MT_052,MT_053,MT_054,MT_055,MT_056,MT_057,MT_058,MT_059,MT_060
3.80710659898477,22.7596017069701,77.3240660295395,136.178861788618,70.7317073170732,351.190476190476,9.60994912379876,279.461279461279,75.1748251748252,87.0967741935484,60.3576751117735,45.6053067993367,37.0134014039566,76.3701707097934,309.904153354633,16.5829145728643,55.5066079295154,204.188481675393,29.8879202988792,11.2137203166227,289.719626168224,35.3227771010962,136.669874879692,63.243581715717,129.934210526316,27.2346368715084,10.3270223752151,170.32967032967,64.8030495552732,1409.09090909091,51.5901060070671,72.7580372250423,38.6652542372881,1434.78260869565,266.903914590747,63.943161634103,57.0987654320988,106.933019976498,93.5251798561151,80.3633822501747,53.4351145038168,40.885860306644,171.288743882545,151.88762071993,40.785498489426
5.0761421319797,22.7596017069701,77.3240660295395,136.178861788618,73.1707317073171,354.166666666667,9.04465799886942,279.461279461279,73.4265734265734,84.9462365591398,57.3770491803279,47.2636815920398,35.0989151244416,74.5732255166217,341.85303514377,15.5778894472362,51.1013215859031,196.335078534031,28.0199252801993,9.23482849604222,299.065420560748,32.8867235079172,139.557266602502,60.1127113337508,118.421052631579,28.6312849162011,12.0481927710843,175.824175824176,53.3672172808132,1363.63636363636,49.469964664311,69.3739424703892,36.0169491525424,1347.82608695652,263.345195729537,62.1669626998224,58.641975308642,108.108108108108,92.9256594724221,73.3752620545073,52.4173027989822,41.7376490630324,172.920065252855,158.033362598771,41.2890231621349
3.80710659898477,22.7596017069701,77.3240660295395,140.243902439024,69.5121951219512,348.214285714286,8.47936687394008,279.461279461279,75.1748251748252,91.3978494623656,59.6125186289121,53.0679933665008,37.0134014039566,76.3701707097934,348.242811501597,15.5778894472362,53.7444933920705,191.099476439791,28.6425902864259,11.2137203166227,294.392523364486,32.8867235079172,147.25697786333,59.4865372573575,110.197368421053,25.8379888268156,12.0481927710843,173.076923076923,57.1791613722999,1272.72727272727,48.7632508833922,74.4500846023689,35.4872881355932,1347.82608695652,252.669039145907,56.8383658969805,49.3827160493827,108.108108108108,90.5275779376499,68.4835779175402,50.381679389313,43.4412265758092,166.394779771615,190.517998244074,42.2960725075529
3.80710659898477,22.7596017069701,77.3240660295395,140.243902439024,75.609756097561,339.285714285714,7.3487846240814,279.461279461279,68.1818181818182,88.1720430107527,61.8479880774963,44.7761194029851,37.0134014039566,77.2686433063792,313.099041533546,14.572864321608,59.9118942731277,198.952879581152,31.1332503113325,8.57519788918206,285.046728971963,31.0596833130329,142.444658325313,56.9818409517846,110.197368421053,27.2346368715084,13.7693631669535,167.582417582418,54.6378653113088,1272.72727272727,50.8833922261484,65.989847715736,36.5466101694915,1293.47826086957,249.110320284697,56.8383658969805,59.4135802469136,115.158636897767,89.9280575539568,67.0859538784067,49.3638676844784,43.4412265758092,163.132137030995,206.321334503951,41.7925478348439
5.0761421319797,22.0483641536273,77.3240660295395,146.341463414634,73.1707317073171,342.261904761905,6.78349349915206,265.993265993266,69.9300699300699,86.0215053763441,59.6125186289121,48.0928689883914,37.0134014039566,77.2686433063792,319.488817891374,16.0804020100502,51.1013215859031,188.48167539267,29.2652552926526,9.23482849604222,271.028037383178,31.6686967113277,151.106833493744,57.6080150281778,110.197368421053,25.1396648044693,15.4905335628227,159.340659340659,52.0965692503177,1159.09090909091,47.3498233215548,65.989847715736,34.9576271186441,1239.13043478261,245.551601423488,60.3907637655417,55.5555555555556,111.633372502938,89.9280575539568,62.8930817610063,49.8727735368957,38.3304940374787,159.869494290375,187.884108867428,36.2537764350453
3.80710659898477,22.7596017069701,77.3240660295395,134.146341463415,73.1707317073171,336.309523809524,6.21820237422272,272.727272727273,66.4335664335664,83.8709677419355,57.3770491803279,53.0679933665008,32.5462667517549,73.6747529200359,300.319488817891,15.5778894472362,51.1013215859031,188.48167539267,30.5105853051059,8.57519788918206,257.009345794393,32.2777101096224,147.25697786333,52.5986224170319,111.842105263158,25.1396648044693,15.4905335628227,151.098901098901,57.1791613722999,1090.90909090909,47.3498233215548,64.2978003384095,32.3093220338983,1250,249.110320284697,63.943161634103,59.4135802469136,103.407755581669,93.5251798561151,63.591893780573,52.4173027989822,37.4787052810903,158.238172920065,190.517998244074,33.7361530715005
3.80710659898477,22.7596017069701,77.3240660295395,132.113821138211,67.0731707317073,342.261904761905,6.78349349915206,282.828282828283,64.6853146853147,79.5698924731183,54.3964232488823,43.1177446102819,33.1844288449266,70.0808625336927,287.539936102236,15.0753768844221,51.9823788546256,180.628272251309,32.3785803237858,10.5540897097625,257.009345794393,29.2326431181486,141.482194417709,50.093926111459,116.776315789474,27.2346368715084,13.7693631669535,151.098901098901,57.1791613722999,1159.09090909091,42.4028268551237,62.6057529610829,32.3093220338983,1239.13043478261,245.551601423488,58.6145648312611,54.0123456790123,105.757931844888,85.7314148681055,61.4954577218728,48.3460559796438,38.3304940374787,151.712887438825,192.273924495171,33.2326283987915
6.34517766497462,24.8933143669986,77.3240660295395,136.178861788618,67.0731707317073,336.309523809524,7.91407574901074,282.828282828283,68.1818181818182,79.5698924731183,52.1609538002981,39.8009950248756,33.8225909380983,71.8778077268643,316.29392971246,15.0753768844221,50.2202643171806,178.010471204188,32.3785803237858,9.23482849604222,242.990654205607,28.6236297198538,145.332050048123,47.589229805886,106.907894736842,26.536312849162,12.0481927710843,142.857142857143,52.0965692503177,1204.54545454545,40.2826855123675,64.2978003384095,32.3093220338983,1228.26086956522,224.199288256228,60.3907637655417,53.2407407407407,108.108108108108,83.9328537170264,61.4954577218728,47.3282442748092,33.2197614991482,150.081566068516,184.372256365233,32.2255790533736
3.80710659898477,23.4708392603129,77.3240660295395,134.146341463415,68.2926829268293,327.380952380952,6.21820237422272,265.993265993266,73.4265734265734,77.4193548387097,54.3964232488823,40.6301824212272,31.9081046585833,63.7915543575921,297.124600638978,14.070351758794,49.3392070484581,185.86387434555,29.2652552926526,8.57519788918206,252.336448598131,29.8416565164434,139.557266602502,48.2154038822793,108.552631578947,26.536312849162,13.7693631669535,148.351648351648,52.0965692503177,1068.18181818182,43.1095406360424,64.2978003384095,33.3686440677966,1152.17391304348,241.992882562278,56.8383658969805,50.9259259259259,104.582843713278,81.5347721822542,58.0013976240391,49.3638676844784,38.3304940374787,158.238172920065,173.836698858648,33.7361530715005
5.0761421319797,23.4708392603129,77.3240660295395,142.276422764228,68.2926829268293,285.714285714286,6.78349349915206,242.424242424242,64.6853146853147,72.0430107526882,55.8867362146051,41.4593698175788,31.2699425654116,62.8930817610063,274.760383386581,14.572864321608,48.4581497797357,191.099476439791,25.5292652552926,10.5540897097625,228.971962616822,28.0146163215591,133.782483156882,48.2154038822793,110.197368421053,23.7430167597765,12.0481927710843,134.615384615385,52.0965692503177,1022.72727272727,40.9893992932862,65.989847715736,30.7203389830508,1119.5652173913,231.316725978648,58.6145648312611,50.1543209876543,106.933019976498,79.7362110311751,62.1942697414395,48.8549618320611,40.0340715502555,151.712887438825,172.08077260755,33.7361530715005
